list_date,isbn13,rank,weeks_on_list,title,author,publisher,description,month
2020-09-13,9780525620785,12,8,MEXICAN GOTHIC,Silvia Moreno-Garcia,Del Rey,"In 1950s Mexico, a debutante travels to a distant mansion where family secrets of a faded mining empire have been kept hidden.",9
2020-09-13,9780062834843,13,7,THE ORDER,Daniel Silva,Harper,The 20th book in the Gabriel Allon series. The art restorer and spy cuts his family’s vacation short to investigate whether Pope Paul VII was murdered.,9
2020-09-13,9781982104061,14,6,NEAR DARK,Brad Thor,Emily Bestler/Atria,"The 19th book in the Scot Harvath series. With a bounty on his head, Harvath makes an alliance with a Norwegian intelligence operative.",9
2020-09-13,9781982137977,15,18,IF IT BLEEDS,Stephen King,Scribner,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”",9
2020-09-20,9781250145239,1,1,ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,"The 16th book in the Chief Inspector Gamache series. When his billionaire godfather is attacked, Gamache uncovers secrets hidden throughout Paris.",9
2020-09-20,9781609455910,2,1,THE LYING LIFE OF ADULTS,Elena Ferrante,Europa Editions,"In this coming-of-age story, Giovanna seeks her true reflection in two kindred cities.",9
2020-09-20,9780525658184,3,1,TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,A Ph.D. candidate in neuroscience looks to the hard sciences and her childhood faith to potentially help her grieving Ghanaian immigrant family.,9
2020-09-20,9780525536291,4,14,THE VANISHING HALF,Brit Bennett,Riverhead,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.,9
2020-09-20,9781629998916,5,1,THE HARBINGER II,Jonathan Cahn,FrontLine,"Nouriel, Ana Goren and a figure known as ""the prophet"" return as revelations are unlocked.",9
2020-09-20,9780735219090,6,105,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",9
2020-09-20,9781524733452,7,2,SQUEEZE ME,Carl Hiaasen,Knopf,"A dead dowager, hungry pythons and occupants of the winter White House shake up the Palm Beach charity ball season.",9
2020-09-20,9780062868930,8,14,THE GUEST LIST,Lucy Foley,Morrow,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.,9
2020-09-20,9780593157688,9,1,THRAWN ASCENDANCY: CHAOS RISING,Timothy Zahn,Del Rey,"In this Star Wars saga, a young military officer is sent to find the unseen enemies who attacked the Chiss capital.",9
2020-09-20,9781538751947,10,2,THICK AS THIEVES,Sandra Brown,Grand Central,Arden Maxwell returns home to uncover the truth about her father’s involvement in a heist that went wrong 20 years ago.,9
2020-09-20,9780399179655,11,3,ROYAL,Danielle Steel,Delacorte,"In 1943, the 17-year-old Princess Charlotte assumes a new identity in the country and falls in love.",9
2020-09-20,9781250209764,12,33,AMERICAN DIRT,Jeanine Cummins,Flatiron,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.,9
2020-09-20,9780778310174,13,1,THE LAST STORY OF MINA LEE,Nancy Jooyoun Kim,Park Row,Margot Lee pieces together consequential events in her mother's life from being a Korean War orphan to what brought about her suspicious death.,9
2020-09-20,9780525620785,14,9,MEXICAN GOTHIC,Silvia Moreno-Garcia,Del Rey,"In 1950s Mexico, a debutante travels to a distant mansion where family secrets of a faded mining empire have been kept hidden.",9
2020-09-20,9780593099834,15,1,DARK SONG,Christine Feehan,Berkley,The 34th book in the Carpathian series. Will the vampire who held Elisabeta captive get in the way of her bond with Ferro?,9
2020-09-27,9781501160837,1,1,ANXIOUS PEOPLE,Fredrik Backman,Atria,A failed bank robber holds a group of strangers hostage at an apartment open house.,9
2020-09-27,9781250207234,2,1,SHADOWS IN DEATH,J.D. Robb,St. Martin's,The 51st book of the In Death series. A hitman with possible connections to Eve Dallas’s husband is seen near the scene of a crime.,9
2020-09-27,9781501188817,3,1,ONE BY ONE,Ruth Ware,Gallery/Scout,An avalanche tests the bonds of coworkers from a London-based tech startup on a corporate retreat in the French Alps.,9
2020-09-27,9781250145239,4,2,ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,"The 16th book in the Chief Inspector Gamache series. When his billionaire godfather is attacked, Gamache uncovers secrets hidden throughout Paris.",9
2020-09-27,9780525536291,5,15,THE VANISHING HALF,Brit Bennett,Riverhead,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.,9
2020-09-27,9780525658184,6,2,TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,A Ph.D. candidate in neuroscience looks to the hard sciences and her childhood faith to potentially help her grieving Ghanaian immigrant family.,9
2020-09-27,9781629998916,7,2,THE HARBINGER II,Jonathan Cahn,FrontLine,"Nouriel, Ana Goren and a figure known as ""the prophet"" return as revelations are unlocked.",9
2020-09-27,9780735219090,8,106,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",9
2020-09-27,9781609455910,9,2,THE LYING LIFE OF ADULTS,Elena Ferrante,Europa Editions,"In this coming-of-age story, Giovanna seeks her true reflection in two kindred cities.",9
2020-09-27,9781524733452,10,3,SQUEEZE ME,Carl Hiaasen,Knopf,"A dead dowager, hungry pythons and occupants of the winter White House shake up the Palm Beach charity ball season.",9
2020-09-27,9781538751947,11,3,THICK AS THIEVES,Sandra Brown,Grand Central,Arden Maxwell returns home to uncover the truth about her father’s involvement in a heist that went wrong 20 years ago.,9
2020-09-27,9780062868930,12,15,THE GUEST LIST,Lucy Foley,Morrow,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.,9
2020-09-27,9781250209764,13,34,AMERICAN DIRT,Jeanine Cummins,Flatiron,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.,9
2020-09-27,9781250204509,14,1,THE DARKEST EVENING,Ann Cleeves,Minotaur,"The ninth book in the Vera Stanhope series. An abandoned toddler, a dead woman and a blizzard complicate the holidays in the Northumberland countryside.",9
2020-09-27,9780399179655,15,4,ROYAL,Danielle Steel,Delacorte,"In 1943, the 17-year-old Princess Charlotte assumes a new identity in the country and falls in love.",9
2020-10-04,9780525954989,1,1,THE EVENING AND THE MORNING,Ken Follett,Viking,"In a prequel to “The Pillars of the Earth,” a boatbuilder, a Norman noblewoman and a monk live in England under attack by the Welsh and the Vikings.",10
2020-10-04,9780316498937,2,1,TROUBLED BLOOD,Robert Galbraith,Mulholland,"The fifth book in the Cormoran Strike series. A decades-old cold case might be connected to a serial killer; by J.K. Rowling, writing pseudonymously.",10
2020-10-04,9781501190650,3,1,VINCE FLYNN: TOTAL POWER,Kyle Mills,Emily Bestler/Atria,"When America’s power grid is shut down, Mitch Rapp goes after a cyber terrorist.",10
2020-10-04,9781250762849,4,1,TO SLEEP IN A SEA OF STARS,Christopher Paolini,Tor,Kira Navárez might be the only one who can save the Earth and its colonies from being destroyed.,10
2020-10-04,9780525536291,5,16,THE VANISHING HALF,Brit Bennett,Riverhead,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.,10
2020-10-04,9780735219090,6,107,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",10
2020-10-04,9781629998916,7,3,THE HARBINGER II,Jonathan Cahn,FrontLine,"Nouriel, Ana Goren and a figure known as ""the prophet"" return as revelations are unlocked.",10
2020-10-04,9781250207234,8,2,SHADOWS IN DEATH,J.D. Robb,St. Martin's,The 51st book of the In Death series. A hitman with possible connections to Eve Dallas’s husband is seen near the scene of a crime.,10
2020-10-04,9781635575637,9,1,PIRANESI,Susanna Clarke,Bloomsbury,Another world is revealed as a man called the Other asks Piranesi for help with research into a Great and Secret Knowledge.,10
2020-10-04,9781501188817,10,2,ONE BY ONE,Ruth Ware,Gallery/Scout,An avalanche tests the bonds of coworkers from a London-based tech startup on a corporate retreat in the French Alps.,10
2020-10-04,9781250145239,11,3,ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,"The 16th book in the Chief Inspector Gamache series. When his billionaire godfather is attacked, Gamache uncovers secrets hidden throughout Paris.",10
2020-10-04,9781501160837,12,2,ANXIOUS PEOPLE,Fredrik Backman,Atria,A failed bank robber holds a group of strangers hostage at an apartment open house.,10
2020-10-04,9780525658184,13,3,TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,A Ph.D. candidate in neuroscience looks to the hard sciences and her childhood faith to potentially help her grieving Ghanaian immigrant family.,10
2020-10-04,9781524746360,14,1,FIFTY WORDS FOR RAIN,Asha Lemmie,Dutton,"In 1940s Japan, an 8-year-old child of a married Japanese aristocrat and her African-American lover searches for her place in the world.",10
2020-10-04,9780062868930,15,16,THE GUEST LIST,Lucy Foley,Morrow,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.,10
2020-10-11,9781984818355,1,1,THE BOOK OF TWO WAYS,Jodi Picoult,Ballantine,"After surviving a plane crash, a death doula travels to Egypt to reconnect with an old flame who is an archaeologist.",10
2020-10-11,9780525954989,2,2,THE EVENING AND THE MORNING,Ken Follett,Viking,"In a prequel to “The Pillars of the Earth,” a boatbuilder, a Norman noblewoman and a monk live in England under attack by the Welsh and the Vikings.",10
2020-10-11,9780316457422,3,1,THE COAST-TO-COAST MURDERS,James Patterson and J.D. Barker,"Little, Brown",A detective and an F.B.I. agent are baffled by a cross-country killing spree.,10
2020-10-11,9781501190650,4,2,VINCE FLYNN: TOTAL POWER,Kyle Mills,Emily Bestler/Atria,"When America’s power grid is shut down, Mitch Rapp goes after a cyber terrorist.",10
2020-10-11,9780525522539,5,1,NEXT TO LAST STAND,Craig Johnson,Viking,The 16th book in the Longmire series. A million dollars in a shoebox and a piece of a painting might be clues to an art heist.,10
2020-10-11,9780525536291,6,17,THE VANISHING HALF,Brit Bennett,Riverhead,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.,10
2020-10-11,9780735219090,7,108,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",10
2020-10-11,9781501188817,8,3,ONE BY ONE,Ruth Ware,Gallery/Scout,An avalanche tests the bonds of coworkers from a London-based tech startup on a corporate retreat in the French Alps.,10
2020-10-11,9780316498937,9,2,TROUBLED BLOOD,Robert Galbraith,Mulholland,"The fifth book in the Cormoran Strike series. A decades-old cold case might be connected to a serial killer; by J.K. Rowling, writing pseudonymously.",10
2020-10-11,9781629998916,10,4,THE HARBINGER II,Jonathan Cahn,FrontLine,"Nouriel, Ana Goren and a figure known as ""the prophet"" return as revelations are unlocked.",10
2020-10-11,9781250145239,11,4,ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,"The 16th book in the Chief Inspector Gamache series. When his billionaire godfather is attacked, Gamache uncovers secrets hidden throughout Paris.",10
2020-10-11,9781501160837,12,3,ANXIOUS PEOPLE,Fredrik Backman,Atria,A failed bank robber holds a group of strangers hostage at an apartment open house.,10
2020-10-11,9781250762849,13,2,TO SLEEP IN A SEA OF STARS,Christopher Paolini,Tor,Kira Navárez might be the only one who can save the Earth and its colonies from being destroyed.,10
2020-10-11,9781250207234,14,3,SHADOWS IN DEATH,J.D. Robb,St. Martin's,The 51st book of the In Death series. A hitman with possible connections to Eve Dallas’s husband is seen near the scene of a crime.,10
2020-10-11,9780062868930,15,17,THE GUEST LIST,Lucy Foley,Morrow,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.,10
2020-10-18,9781538728574,1,1,THE RETURN,Nicholas Sparks,Grand Central,A doctor serving in the Navy in Afghanistan goes back to North Carolina where two women change his life.,10
2020-10-18,9780593199305,2,1,BATTLE GROUND,Jim Butcher,Ace,The 17th book in the Dresden Files series. Harry must save Chicago from destruction by the Last Titan.,10
2020-10-18,9781982167288,3,1,VIOLET BENT BACKWARDS OVER THE GRASS,Lana Del Rey,Simon & Schuster,A collection of poems by the singer and songwriter.,10
2020-10-18,9780525954989,4,3,THE EVENING AND THE MORNING,Ken Follett,Viking,"In a prequel to “The Pillars of the Earth,” a boatbuilder, a Norman noblewoman and a monk live in England under attack by the Welsh and the Vikings.",10
2020-10-18,9781984818355,5,2,THE BOOK OF TWO WAYS,Jodi Picoult,Ballantine,"After surviving a plane crash, a death doula travels to Egypt to reconnect with an old flame who is an archaeologist.",10
2020-10-18,9780316457422,6,2,THE COAST-TO-COAST MURDERS,James Patterson and J.D. Barker,"Little, Brown",A detective and an F.B.I. agent are baffled by a cross-country killing spree.,10
2020-10-18,9780525536291,7,18,THE VANISHING HALF,Brit Bennett,Riverhead,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.,10
2020-10-18,9781501160837,8,4,ANXIOUS PEOPLE,Fredrik Backman,Atria,A failed bank robber holds a group of strangers hostage at an apartment open house.,10
