list_date,isbn13,rank,weeks_on_list,isbn10,title,author,publisher,description,month,clean_description,dominant_topic,sentiment_compound
2024-09-29,9781250358943,12,2,,THE CURSED,Harper L. Woods,Bramble,The second book in the Coven of Bones series. Feelings of betrayal and revenge put things in a precarious place.,9,second book coven bone series feeling betrayal revenge thing precarious place,6,-0.7717
2024-09-29,9780593798874,13,12,,ALL THE COLORS OF THE DARK,Chris Whitaker,Crown,Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.,9,question arise boy save daughter wealthy family amid string disappearance missouri town      ,0,0.6908
2024-09-29,9781250289568,14,2,,PASSIONS IN DEATH,J.D. Robb,St. Martin's,The 59th book of the In Death series. Bad memories come up for Eve Dallas at a crime scene.,9,book death series bad memory come eve dallas crime scene,17,-0.8979
2024-09-29,9780385550369,15,15,,JAMES,Percival Everett,Doubleday,"A reimagining of “Adventures of Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim.",9,reimagining adventure huckleberry finn shine different light mark twain classic reveal new facet character jim,15,0.3182
2024-10-06,9781638931249,1,1,,THE BUTCHER GAME,Alaina Urquhart,Zando,The second book in the Dr. Wren Muller series. A serial killer wants to settle a score with a forensic pathologist.,10,second book wren muller series serial killer want settle score forensic pathologist,6,-0.6124
2024-10-06,9780593653227,2,1,,WE SOLVE MURDERS,Richard Osman,Pamela Dorman,"When a dead body and a bag of money turn up on a remote island, Amy Wheeler reaches out to her retired father-in-law to help investigate.",10,dead body bag money turn remote island amy wheeler reach retired father law help investigate,17,-0.3612
2024-10-06,9781250178633,3,33,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,10,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-10-06,9780593798607,4,2,,HERE ONE MOMENT,Liane Moriarty,Crown,Passengers on a short and seemingly unremarkable flight learn how and when they are going to die.,10,passenger short seemingly unremarkable flight learn go die,9,-0.5994
2024-10-06,9781250881205,5,2,,SOMEWHERE BEYOND THE SEA,TJ Klune,Tor,The second book in the Cerulean Chronicles series. The headmaster of a strange orphanage seeks to protect the magical children who reside there.,10,second book cerulean chronicles series headmaster strange orphanage seek protect magical child reside,13,0.2023
2024-10-06,9781649376411,6,3,,THE GAMES GODS PLAY,Abigail Owen,Red Tower,Gods enlist mortals to fight in their stead to determine who will sit on the throne in Olympus.,10,god enlist mortal fight stead determine sit throne olympus,16,-0.128
2024-10-06,9781668002933,7,1,,THE NIGHT WE LOST HIM,Laura Dave,S&S/Marysue Rucci,Estranged siblings look into the death of their hotel magnate father and uncover a family secret.,10,estranged sibling look death hotel magnate father uncover family secret,10,-0.5994
2024-10-06,9780593489277,8,3,,THE LIFE IMPOSSIBLE,Matt Haig,Viking,A retired math teacher who inherits a run-down house on a Mediterranean island from a friend goes in search of answers.,10,retired math teacher inherit run house mediterranean island friend go search answer,4,0.4939
2024-10-06,9781649374172,9,46,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,10,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-10-06,9780593446096,10,2,,TELL ME EVERYTHING,Elizabeth Strout,Random House,"As a murder casts a pall on a town in Maine, Lucy Barton, Olive Kitteridge and Bob Burgess share stories and seek meaning.",10,murder cast pall town maine lucy barton olive kitteridge bob burgess share story seek meaning,5,-0.5423
2024-10-06,9780063383661,11,1,,"TO SIR PHILLIP, WITH LOVE AND WHEN HE WAS WICKED",Julia Quinn,Avon,The third book in the Bridgerton Collector’s Edition series.,10,book bridgerton collector edition series,11,0.0
2024-10-06,9780593418918,12,12,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",10,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-10-06,9780593497210,13,5,,BY ANY OTHER NAME,Jodi Picoult,Ballantine,"A young woman’s play about her ancestor Emilia Bassano, who wrote Shakespeare’s works, is submitted to a festival under a male pseudonym.",10,young woman play ancestor emilia bassano write shakespeare work submit festival male pseudonym,3,0.6808
2024-10-06,9780063383739,14,1,,IT'S IN HIS KISS AND ON THE WAY TO THE WEDDING,Julia Quinn,Avon,The fourth book in the Bridgerton Collector’s Edition series.,10,fourth book bridgerton collector edition series,11,0.0
2024-10-06,9781649374042,15,72,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",10,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
2024-10-13,9780593449592,1,1,,COUNTING MIRACLES,Nicholas Sparks,Random House,A man in search of the father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer.,10,man search father know encounter single mom rumor circulate nearby appearance white deer,11,0.0
2024-10-13,9780374602635,2,1,,INTERMEZZO,Sally Rooney,"Farrar, Straus and Giroux","After the passing of their father, seemingly different brothers engage in relationships and seek ways to cope.",10,passing father seemingly different brother engage relationship seek way cope,3,0.34
2024-10-13,9781250178633,3,34,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,10,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-10-13,9780593798607,4,3,,HERE ONE MOMENT,Liane Moriarty,Crown,Passengers on a short and seemingly unremarkable flight learn how and when they are going to die.,10,passenger short seemingly unremarkable flight learn go die,9,-0.5994
2024-10-13,9781324086031,5,1,,PLAYGROUND,Richard Powers,Norton,Residents of an island in French Polynesia must vote on whether to send floating cities out onto the open sea.,10,resident island french polynesia vote send float city open sea,13,0.0
2024-10-13,9781649374172,6,47,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,10,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-10-13,9780593489277,7,4,,THE LIFE IMPOSSIBLE,Matt Haig,Viking,A retired math teacher who inherits a run-down house on a Mediterranean island from a friend goes in search of answers.,10,retired math teacher inherit run house mediterranean island friend go search answer,4,0.4939
2024-10-13,9781250881205,8,3,,SOMEWHERE BEYOND THE SEA,TJ Klune,Tor,The second book in the Cerulean Chronicles series. The headmaster of a strange orphanage seeks to protect the magical children who reside there.,10,second book cerulean chronicles series headmaster strange orphanage seek protect magical child reside,13,0.2023
2024-10-13,9780593446096,9,3,,TELL ME EVERYTHING,Elizabeth Strout,Random House,"As a murder casts a pall on a town in Maine, Lucy Barton, Olive Kitteridge and Bob Burgess share stories and seek meaning.",10,murder cast pall town maine lucy barton olive kitteridge bob burgess share story seek meaning,5,-0.5423
2024-10-13,9781668002933,10,2,,THE NIGHT WE LOST HIM,Laura Dave,S&S/Marysue Rucci,Estranged siblings look into the death of their hotel magnate father and uncover a family secret.,10,estranged sibling look death hotel magnate father uncover family secret,10,-0.5994
2024-10-13,9781649376411,11,4,,THE GAMES GODS PLAY,Abigail Owen,Red Tower,Gods enlist mortals to fight in their stead to determine who will sit on the throne in Olympus.,10,god enlist mortal fight stead determine sit throne olympus,16,-0.128
2024-10-13,9780593418918,12,13,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",10,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-10-13,9780593653227,13,2,,WE SOLVE MURDERS,Richard Osman,Pamela Dorman,"When a dead body and a bag of money turn up on a remote island, Amy Wheeler reaches out to her retired father-in-law to help investigate.",10,dead body bag money turn remote island amy wheeler reach retired father law help investigate,17,-0.3612
2024-10-13,9781638931249,14,2,,THE BUTCHER GAME,Alaina Urquhart,Zando,The second book in the Dr. Wren Muller series. A serial killer wants to settle a score with a forensic pathologist.,10,second book wren muller series serial killer want settle score forensic pathologist,6,-0.6124
2024-10-13,9780593497210,15,6,,BY ANY OTHER NAME,Jodi Picoult,Ballantine,"A young woman’s play about her ancestor Emilia Bassano, who wrote Shakespeare’s works, is submitted to a festival under a male pseudonym.",10,young woman play ancestor emilia bassano write shakespeare work submit festival male pseudonym,3,0.6808
2024-10-20,9780593449592,1,2,,COUNTING MIRACLES,Nicholas Sparks,Random House,A man in search of the father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer.,10,man search father know encounter single mom rumor circulate nearby appearance white deer,11,0.0
2024-10-20,9780063415843,2,1,,WHEN THE MOON HATCHED,Sarah A. Parker,Avon,An assassin named Raeve is imprisoned by the Guild of Nobles and encounters someone who seems oddly familiar.,10,assassin name raeve imprison guild noble encounter oddly familiar,11,0.4588
2024-10-20,9780374602635,3,2,,INTERMEZZO,Sally Rooney,"Farrar, Straus and Giroux","After the passing of their father, seemingly different brothers engage in relationships and seek ways to cope.",10,passing father seemingly different brother engage relationship seek way cope,3,0.34
2024-10-20,9780593817414,4,1,,BEACH READ,Emily Henry,Berkley,A relationship develops between a literary fiction author and a romance novelist as they both try to overcome writer’s block.,10,relationship develop literary fiction author romance novelist try overcome writer block,18,0.1779
2024-10-20,9781250178633,5,35,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,10,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-10-20,9780316403894,6,1,,LIES HE TOLD ME,James Patterson and David Ellis,"Little, Brown",An act of heroism by an Illinois pub owner may lead to his undoing.,10,act heroism illinois pub owner lead undoing,18,0.5859
2024-10-20,9780063277052,7,1,,THE MIGHTY RED,Louise Erdrich,Harper,"In Argus, N.D., people experience the delicate connections of the climate, the economy, spirituality and one another.",10,argus people experience delicate connection climate economy spirituality,13,0.0516
2024-10-20,9780593498552,8,1,,TRIANGLE,Danielle Steel,Delacorte,A woman who runs an art gallery in Paris falls for a publisher who is married and reconnects with an old college boyfriend.,10,woman run art gallery paris fall publisher married reconnect old college boyfriend,19,0.0
2024-10-20,9780593798607,9,4,,HERE ONE MOMENT,Liane Moriarty,Crown,Passengers on a short and seemingly unremarkable flight learn how and when they are going to die.,10,passenger short seemingly unremarkable flight learn go die,9,-0.5994
2024-10-20,9781649374172,10,48,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,10,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
